transaction_id,sale_date,product_id,quantity_units_sold,price_per_unit_at_sale_INR,tax_percentage,discount_percentage,line_total_before_tax_discount,tax_amount,discount_amount,final_line_total_INR,payment_method
TR0008156,2024-09-15,P050,1,46.71,5,0.65,46.71,2.32,0.3,48.73,Cash
TR0008157,2024-09-15,P021,1,147.49,5,3.95,147.49,7.08,5.83,148.74,Cash
TR0008158,2024-09-15,P027,1,85.7,12,0.19,85.7,10.26,0.16,95.8,Cash
TR0008159,2024-09-15,P090,5,205.33,12,4.74,1026.65,117.36,48.66,1095.35,Cash
TR0008160,2024-09-15,P085,3,226.99,12,3.22,680.97,79.08,21.93,738.12,Cash
TR0008161,2024-09-15,P040,3,185.73,12,0.63,557.19,66.44,3.51,620.12,Card
TR0008162,2024-09-15,P035,6,161.36,12,1.93,968.16,113.94,18.69,1063.41,UPI
TR0008163,2024-09-15,P011,2,49.88,5,4.67,99.76,4.76,4.66,99.86,UPI
TR0008164,2024-09-15,P033,6,115.32,5,3.57,691.92,33.36,24.7,700.58,Cash
TR0008165,2024-09-15,P042,3,84.22,12,4.05,252.66,29.09,10.23,271.52,Cash
TR0008166,2024-09-15,P010,3,134.78,5,3.76,404.34,19.46,15.2,408.6,UPI
TR0008167,2024-09-15,P045,3,210.51,12,4.28,631.53,72.54,27.03,677.04,Cash
TR0008168,2024-09-15,P025,6,115.72,12,2.14,694.32,81.54,14.86,761.0,UPI
TR0008169,2024-09-15,P014,1,154.84,5,2.46,154.84,7.55,3.81,158.58,Cash
TR0008170,2024-09-15,P079,4,112.11,5,2.56,448.44,21.85,11.48,458.81,UPI
TR0008171,2024-09-15,P028,6,85.68,5,3.7,514.08,24.75,19.02,519.81,Cash
TR0008172,2024-09-15,P010,1,140.76,5,4.72,140.76,6.71,6.64,140.83,UPI
TR0008173,2024-09-15,P007,5,164.71,5,4.43,823.55,39.35,36.48,826.42,Cash
TR0008174,2024-09-15,P025,5,122.77,5,3.15,613.85,29.73,19.34,624.24,UPI
TR0008175,2024-09-15,P080,1,136.21,5,2.81,136.21,6.62,3.83,139.0,Card
TR0008176,2024-09-15,P090,6,198.61,5,1.33,1191.66,58.79,15.85,1234.6,Cash
TR0008177,2024-09-15,P092,4,58.67,5,4.42,234.68,11.22,10.37,235.53,Card
TR0008178,2024-09-15,P097,1,140.36,12,2.43,140.36,16.43,3.41,153.38,UPI
TR0008179,2024-09-15,P005,4,53.79,12,2.84,215.16,25.09,6.11,234.14,Cash
TR0008180,2024-09-15,P079,3,107.24,5,3.28,321.72,15.56,10.55,326.73,UPI
TR0008181,2024-09-15,P049,3,398.77,5,3.45,1196.31,57.75,41.27,1212.79,UPI
TR0008182,2024-09-15,P086,1,138.21,5,4.04,138.21,6.63,5.58,139.26,Card
TR0008183,2024-09-15,P019,2,157.8,12,2.77,315.6,36.82,8.74,343.68,UPI
TR0008184,2024-09-15,P085,4,229.39,5,4.12,917.56,43.99,37.8,923.75,Cash
TR0008185,2024-09-15,P014,3,167.25,12,1.79,501.75,59.13,8.98,551.9,UPI
TR0008186,2024-09-15,P093,6,404.93,12,0.27,2429.58,290.76,6.56,2713.78,Cash
TR0008187,2024-09-15,P094,3,467.45,12,1.62,1402.35,165.56,22.72,1545.19,Card
TR0008188,2024-09-15,P025,6,122.17,12,0.95,733.02,87.13,6.96,813.19,Card
TR0008189,2024-09-15,P082,1,208.41,5,0.36,208.41,10.38,0.75,218.04,Card
TR0008190,2024-09-15,P049,4,410.35,12,1.53,1641.4,193.95,25.11,1810.24,Card
TR0008191,2024-09-15,P092,6,59.2,5,2.62,355.2,17.29,9.31,363.18,UPI
TR0008192,2024-09-15,P045,4,202.0,12,0.22,808.0,96.75,1.78,902.97,Cash
TR0008193,2024-09-15,P023,2,101.03,12,4.47,202.06,23.16,9.03,216.19,UPI
TR0008194,2024-09-15,P049,3,399.04,12,0.87,1197.12,142.41,10.41,1329.12,UPI
TR0008195,2024-09-15,P047,1,33.91,12,1.44,33.91,4.01,0.49,37.43,Card
TR0008196,2024-09-15,P094,5,464.04,12,2.67,2320.2,270.99,61.95,2529.24,UPI
TR0008197,2024-09-16,P009,5,108.88,12,1.62,544.4,64.27,8.82,599.85,UPI
TR0008198,2024-09-16,P077,5,70.77,12,3.26,353.85,41.08,11.54,383.39,Card
TR0008199,2024-09-16,P002,6,45.28,12,4.72,271.68,31.06,12.82,289.92,Cash
TR0008200,2024-09-16,P007,2,163.76,5,2.33,327.52,15.99,7.63,335.88,Card
TR0008201,2024-09-16,P033,2,113.86,5,2.83,227.72,11.06,6.44,232.34,UPI
TR0008202,2024-09-16,P042,3,79.22,5,0.55,237.66,11.82,1.31,248.17,UPI
TR0008203,2024-09-16,P027,2,92.61,12,4.32,185.22,21.27,8.0,198.49,Cash
TR0008204,2024-09-16,P086,6,128.27,12,3.5,769.62,89.12,26.94,831.8,UPI
TR0008205,2024-09-16,P029,1,41.86,12,1.17,41.86,4.96,0.49,46.33,Card
TR0008206,2024-09-16,P076,1,436.8,5,0.61,436.8,21.71,2.66,455.85,UPI
TR0008207,2024-09-16,P041,2,100.52,5,1.04,201.04,9.95,2.09,208.9,Cash
TR0008208,2024-09-16,P044,4,166.06,12,2.09,664.24,78.04,13.88,728.4,Cash
TR0008209,2024-09-16,P038,2,47.79,5,0.45,95.58,4.76,0.43,99.91,Card
TR0008210,2024-09-16,P091,2,72.26,12,1.13,144.52,17.15,1.63,160.04,Card
TR0008211,2024-09-16,P091,5,69.52,12,4.05,347.6,40.02,14.08,373.54,Card
TR0008212,2024-09-16,P014,5,167.5,5,2.32,837.5,40.9,19.43,858.97,UPI
TR0008213,2024-09-16,P014,2,164.91,12,2.63,329.82,38.54,8.67,359.69,UPI
TR0008214,2024-09-16,P018,4,114.19,5,1.35,456.76,22.53,6.17,473.12,UPI
TR0008215,2024-09-16,P030,3,273.35,5,2.66,820.05,39.91,21.81,838.15,UPI
TR0008216,2024-09-16,P077,6,67.96,5,1.59,407.76,20.06,6.48,421.34,Card
TR0008217,2024-09-16,P030,4,268.92,12,0.56,1075.68,128.36,6.02,1198.02,UPI
TR0008218,2024-09-16,P083,2,46.77,12,2.98,93.54,10.89,2.79,101.64,Cash
TR0008219,2024-09-16,P095,1,120.0,5,1.24,120.0,5.93,1.49,124.44,Card
TR0008220,2024-09-16,P014,6,155.18,5,1.66,931.08,45.78,15.46,961.4,Card
TR0008221,2024-09-16,P021,2,151.82,12,2.26,303.64,35.61,6.86,332.39,UPI
TR0008222,2024-09-16,P035,6,163.0,12,4.59,978.0,111.97,44.89,1045.08,UPI
TR0008223,2024-09-16,P078,1,86.12,12,0.97,86.12,10.23,0.84,95.51,Cash
TR0008224,2024-09-16,P005,4,52.89,12,2.26,211.56,24.81,4.78,231.59,Card
TR0008225,2024-09-16,P090,3,196.94,5,1.41,590.82,29.12,8.33,611.61,Cash
TR0008226,2024-09-16,P099,4,121.32,12,2.3,485.28,56.89,11.16,531.01,UPI
TR0008227,2024-09-16,P099,4,122.83,12,3.44,491.32,56.93,16.9,531.35,UPI
TR0008228,2024-09-16,P100,5,159.36,12,4.62,796.8,91.2,36.81,851.19,UPI
TR0008229,2024-09-16,P050,6,45.6,12,2.91,273.6,31.88,7.96,297.52,UPI
TR0008230,2024-09-16,P088,6,229.95,5,4.07,1379.7,66.18,56.15,1389.73,Card
TR0008231,2024-09-16,P099,5,126.1,5,2.6,630.5,30.71,16.39,644.82,Cash
TR0008232,2024-09-16,P025,4,123.65,12,0.03,494.6,59.33,0.15,553.78,UPI
TR0008233,2024-09-16,P043,6,146.05,12,1.3,876.3,103.79,11.39,968.7,Card
TR0008234,2024-09-16,P033,3,116.4,5,3.64,349.2,16.82,12.71,353.31,Cash
TR0008235,2024-09-16,P043,1,149.31,12,2.33,149.31,17.5,3.48,163.33,UPI
TR0008236,2024-09-16,P037,5,181.16,5,3.76,905.8,43.59,34.06,915.33,Card
TR0008237,2024-09-16,P034,4,190.36,5,0.14,761.44,38.02,1.07,798.39,UPI
TR0008238,2024-09-16,P020,2,33.78,5,3.31,67.56,3.27,2.24,68.59,Cash
TR0008239,2024-09-16,P023,6,97.3,5,3.94,583.8,28.04,23.0,588.84,Cash
TR0008240,2024-09-16,P085,2,232.12,5,2.68,464.24,22.59,12.44,474.39,Card
TR0008241,2024-09-16,P099,4,121.52,12,1.58,486.08,57.41,7.68,535.81,Cash
TR0008242,2024-09-16,P044,2,168.62,12,4.21,337.24,38.76,14.2,361.8,Cash
TR0008243,2024-09-16,P020,1,34.41,5,4.12,34.41,1.65,1.42,34.64,Card
TR0008244,2024-09-16,P095,6,125.9,12,1.92,755.4,88.91,14.5,829.81,Cash
TR0008245,2024-09-16,P020,3,34.45,5,1.15,103.35,5.11,1.19,107.27,UPI
TR0008246,2024-09-16,P011,2,48.94,5,2.32,97.88,4.78,2.27,100.39,Cash
TR0008247,2024-09-16,P040,1,194.95,12,1.39,194.95,23.07,2.71,215.31,Cash
TR0008248,2024-09-16,P030,5,287.31,12,1.63,1436.55,169.58,23.42,1582.71,Cash
TR0008249,2024-09-17,P025,2,122.47,5,0.19,244.94,12.22,0.47,256.69,UPI
TR0008250,2024-09-17,P018,6,110.88,12,1.34,665.28,78.76,8.91,735.13,UPI
TR0008251,2024-09-17,P029,1,42.4,5,0.0,42.4,2.12,0.0,44.52,Card
TR0008252,2024-09-17,P088,1,220.9,5,2.04,220.9,10.82,4.51,227.21,Cash
TR0008253,2024-09-17,P049,3,417.19,12,4.2,1251.57,143.88,52.57,1342.88,Cash
TR0008254,2024-09-17,P024,2,63.26,5,3.35,126.52,6.11,4.24,128.39,Cash
TR0008255,2024-09-17,P099,3,114.96,5,0.64,344.88,17.13,2.21,359.8,Cash
TR0008256,2024-09-17,P021,6,159.95,5,1.09,959.7,47.46,10.46,996.7,UPI
TR0008257,2024-09-17,P018,6,115.63,5,1.42,693.78,34.2,9.85,718.13,Cash
TR0008258,2024-09-17,P041,1,98.39,5,3.57,98.39,4.74,3.51,99.62,UPI
TR0008259,2024-09-17,P007,6,169.3,12,1.12,1015.8,120.53,11.38,1124.95,Cash
TR0008260,2024-09-17,P001,3,86.6,12,5.0,259.8,29.62,12.99,276.43,Cash
TR0008261,2024-09-17,P095,1,124.3,5,3.18,124.3,6.02,3.95,126.37,Cash
TR0008262,2024-09-17,P039,6,493.48,12,4.72,2960.88,338.54,139.75,3159.67,UPI
TR0008263,2024-09-17,P088,4,220.04,5,2.97,880.16,42.7,26.14,896.72,UPI
TR0008264,2024-09-17,P014,1,158.44,5,3.66,158.44,7.63,5.8,160.27,Card
TR0008265,2024-09-17,P007,1,167.78,5,4.72,167.78,7.99,7.92,167.85,Cash
TR0008266,2024-09-17,P039,6,506.62,5,4.08,3039.72,145.78,124.02,3061.48,Card
TR0008267,2024-09-17,P045,4,219.41,5,3.15,877.64,42.5,27.65,892.49,UPI
TR0008268,2024-09-17,P023,6,99.4,12,3.83,596.4,68.83,22.84,642.39,Cash
TR0008269,2024-09-17,P098,2,205.82,5,1.87,411.64,20.2,7.7,424.14,UPI
TR0008270,2024-09-17,P017,1,128.27,12,1.89,128.27,15.1,2.42,140.95,Card
TR0008271,2024-09-17,P085,5,233.41,12,2.22,1167.05,136.94,25.91,1278.08,Cash
TR0008272,2024-09-17,P019,4,156.15,12,4.02,624.6,71.94,25.11,671.43,UPI
TR0008273,2024-09-17,P003,3,269.57,12,0.65,808.71,96.41,5.26,899.86,Cash
TR0008274,2024-09-17,P022,3,166.25,12,4.03,498.75,57.44,20.1,536.09,Card
TR0008275,2024-09-17,P003,4,258.73,12,4.82,1034.92,118.2,49.88,1103.24,Card
TR0008276,2024-09-17,P099,2,125.54,5,3.56,251.08,12.11,8.94,254.25,Cash
TR0008277,2024-09-17,P019,5,154.39,12,0.23,771.95,92.42,1.78,862.59,Cash
TR0008278,2024-09-17,P012,4,262.54,12,1.6,1050.16,124.0,16.8,1157.36,Cash
TR0008279,2024-09-17,P017,2,123.25,12,2.59,246.5,28.81,6.38,268.93,UPI
TR0008280,2024-09-17,P078,1,86.77,5,3.53,86.77,4.19,3.06,87.9,UPI
TR0008281,2024-09-17,P086,1,131.03,12,1.51,131.03,15.49,1.98,144.54,Card
TR0008282,2024-09-17,P087,2,39.77,5,2.0,79.54,3.9,1.59,81.85,UPI
TR0008283,2024-09-17,P032,2,90.34,12,1.13,180.68,21.44,2.04,200.08,UPI
TR0008284,2024-09-17,P027,1,90.78,5,2.09,90.78,4.44,1.9,93.32,Card
TR0008285,2024-09-17,P026,2,138.21,5,4.55,276.42,13.19,12.58,277.03,Cash
TR0008286,2024-09-17,P020,1,34.95,12,1.29,34.95,4.14,0.45,38.64,UPI
TR0008287,2024-09-17,P025,3,116.22,12,2.69,348.66,40.71,9.38,379.99,Card
TR0008288,2024-09-17,P047,1,33.87,12,3.73,33.87,3.91,1.26,36.52,UPI
TR0008289,2024-09-17,P045,1,204.69,12,3.76,204.69,23.64,7.7,220.63,UPI
TR0008290,2024-09-17,P039,6,506.8,5,3.77,3040.8,146.31,114.64,3072.47,Cash
TR0008291,2024-09-17,P036,3,147.49,5,0.91,442.47,21.92,4.03,460.36,UPI
TR0008292,2024-09-17,P013,4,235.06,12,4.65,940.24,107.58,43.72,1004.1,UPI
TR0008293,2024-09-17,P035,2,164.37,5,0.7,328.74,16.32,2.3,342.76,UPI
TR0008294,2024-09-17,P090,4,216.6,12,0.78,866.4,103.16,6.76,962.8,UPI
TR0008295,2024-09-17,P078,6,86.14,12,3.08,516.84,60.11,15.92,561.03,Card
TR0008296,2024-09-17,P044,1,167.63,12,4.86,167.63,19.14,8.15,178.62,UPI
TR0008297,2024-09-17,P049,6,389.64,12,0.99,2337.84,277.76,23.14,2592.46,UPI
TR0008298,2024-09-17,P090,6,215.12,5,4.99,1290.72,61.32,64.41,1287.63,Card
TR0008299,2024-09-17,P098,2,200.48,5,0.52,400.96,19.94,2.08,418.82,UPI
TR0008300,2024-09-17,P037,4,168.7,5,4.81,674.8,32.12,32.46,674.46,Card
TR0008301,2024-09-17,P049,3,411.29,12,1.95,1233.87,145.18,24.06,1354.99,UPI
TR0008302,2024-09-17,P029,1,39.97,12,4.1,39.97,4.6,1.64,42.93,Cash
TR0008303,2024-09-17,P100,1,149.06,12,4.11,149.06,17.15,6.13,160.08,Cash
TR0008304,2024-09-17,P047,3,34.32,12,4.25,102.96,11.83,4.38,110.41,Card
TR0008305,2024-09-17,P082,2,204.94,5,3.45,409.88,19.79,14.14,415.53,Cash
TR0008306,2024-09-17,P050,2,44.05,12,4.35,88.1,10.11,3.83,94.38,Card
TR0008307,2024-09-18,P016,4,185.71,12,2.08,742.84,87.29,15.45,814.68,Card
TR0008308,2024-09-18,P085,4,224.12,12,1.06,896.48,106.44,9.5,993.42,Card
TR0008309,2024-09-18,P091,4,69.69,5,0.42,278.76,13.88,1.17,291.47,Card
TR0008310,2024-09-18,P078,4,89.26,5,3.08,357.04,17.3,11.0,363.34,Cash
TR0008311,2024-09-18,P100,6,154.16,5,1.13,924.96,45.73,10.45,960.24,Card
TR0008312,2024-09-18,P023,5,103.51,5,1.72,517.55,25.43,8.9,534.08,Cash
TR0008313,2024-09-18,P027,4,90.66,12,2.22,362.64,42.55,8.05,397.14,UPI
TR0008314,2024-09-18,P089,6,91.67,5,2.07,550.02,26.93,11.39,565.56,Cash
TR0008315,2024-09-18,P086,5,139.04,12,1.92,695.2,81.82,13.35,763.67,UPI
TR0008316,2024-09-18,P028,3,84.67,12,0.18,254.01,30.43,0.46,283.98,Card
TR0008317,2024-09-18,P013,4,230.16,12,4.6,920.64,105.39,42.35,983.68,UPI
TR0008318,2024-09-18,P095,6,125.66,5,3.14,753.96,36.51,23.67,766.8,Card
TR0008319,2024-09-18,P040,4,188.89,12,1.88,755.56,88.96,14.2,830.32,UPI
TR0008320,2024-09-18,P048,4,276.54,12,2.15,1106.16,129.89,23.78,1212.27,Cash
TR0008321,2024-09-18,P049,2,404.62,12,0.65,809.24,96.48,5.26,900.46,Card
TR0008322,2024-09-18,P019,4,145.26,5,0.44,581.04,28.92,2.56,607.4,Cash
TR0008323,2024-09-18,P044,4,165.15,5,5.0,660.6,31.38,33.03,658.95,Cash
TR0008324,2024-09-18,P006,4,48.45,12,3.4,193.8,22.47,6.59,209.68,Cash
TR0008325,2024-09-18,P025,4,117.62,12,2.06,470.48,55.29,9.69,516.08,Card
TR0008326,2024-09-18,P081,4,117.89,12,3.14,471.56,54.81,14.81,511.56,Card
TR0008327,2024-09-18,P021,2,151.15,5,4.09,302.3,14.5,12.36,304.44,Card
TR0008328,2024-09-18,P100,6,151.8,12,3.64,910.8,105.32,33.15,982.97,Cash
TR0008329,2024-09-18,P034,5,203.94,12,2.15,1019.7,119.73,21.92,1117.51,UPI
TR0008330,2024-09-18,P024,4,62.02,5,0.13,248.08,12.39,0.32,260.15,UPI
TR0008331,2024-09-18,P044,6,166.14,5,4.82,996.84,47.44,48.05,996.23,Cash
TR0008332,2024-09-18,P003,4,270.02,5,3.16,1080.08,52.3,34.13,1098.25,UPI
TR0008333,2024-09-18,P079,4,104.35,5,4.12,417.4,20.01,17.2,420.21,UPI
TR0008334,2024-09-18,P006,5,47.88,5,3.0,239.4,11.61,7.18,243.83,Cash
TR0008335,2024-09-18,P050,1,44.18,12,3.45,44.18,5.12,1.52,47.78,Card
TR0008336,2024-09-18,P096,5,103.88,5,0.32,519.4,25.89,1.66,543.63,Cash
TR0008337,2024-09-18,P095,5,119.99,12,2.64,599.95,70.09,15.84,654.2,Cash
TR0008338,2024-09-18,P004,3,317.4,12,3.85,952.2,109.86,36.66,1025.4,Cash
TR0008339,2024-09-18,P010,4,139.21,5,1.01,556.84,27.56,5.62,578.78,Cash
TR0008340,2024-09-18,P042,3,80.74,5,2.87,242.22,11.76,6.95,247.03,Card
TR0008341,2024-09-18,P038,5,51.65,5,1.57,258.25,12.71,4.05,266.91,UPI
TR0008342,2024-09-18,P034,6,196.12,12,1.8,1176.72,138.66,21.18,1294.2,UPI
TR0008343,2024-09-18,P007,2,161.71,5,2.51,323.42,15.77,8.12,331.07,Cash
TR0008344,2024-09-18,P094,5,454.44,5,2.29,2272.2,111.01,52.03,2331.18,UPI
TR0008345,2024-09-18,P037,3,177.9,12,3.94,533.7,61.52,21.03,574.19,UPI
TR0008346,2024-09-18,P003,3,266.54,12,4.53,799.62,91.61,36.22,855.01,Cash
TR0008347,2024-09-18,P016,5,182.62,12,0.66,913.1,108.85,6.03,1015.92,Cash
TR0008348,2024-09-18,P046,6,195.13,5,4.15,1170.78,56.11,48.59,1178.3,Card
TR0008349,2024-09-18,P077,4,65.87,5,0.24,263.48,13.14,0.63,275.99,Cash
TR0008350,2024-09-18,P011,4,46.15,12,3.09,184.6,21.47,5.7,200.37,Card
TR0008351,2024-09-18,P012,4,246.79,5,4.97,987.16,46.91,49.06,985.01,UPI
TR0008352,2024-09-18,P076,5,428.47,12,2.86,2142.35,249.73,61.27,2330.81,UPI
TR0008353,2024-09-18,P006,6,47.64,5,3.97,285.84,13.72,11.35,288.21,Card
TR0008354,2024-09-18,P032,3,89.73,12,0.77,269.19,32.05,2.07,299.17,Cash
TR0008355,2024-09-18,P042,4,77.99,5,1.31,311.96,15.39,4.09,323.26,Cash
TR0008356,2024-09-18,P083,1,48.3,5,0.08,48.3,2.41,0.04,50.67,Card
TR0008357,2024-09-18,P017,1,121.7,12,0.01,121.7,14.6,0.01,136.29,UPI
TR0008358,2024-09-18,P083,2,48.36,12,0.17,96.72,11.59,0.16,108.15,Card
TR0008359,2024-09-19,P042,2,83.68,5,2.35,167.36,8.17,3.93,171.6,UPI
TR0008360,2024-09-19,P008,4,152.6,12,0.2,610.4,73.1,1.22,682.28,UPI
TR0008361,2024-09-19,P040,3,187.46,12,4.92,562.38,64.17,27.67,598.88,UPI
TR0008362,2024-09-19,P036,3,156.27,12,4.6,468.81,53.67,21.57,500.91,Card
TR0008363,2024-09-19,P015,3,65.5,12,1.03,196.5,23.34,2.02,217.82,Card
TR0008364,2024-09-19,P003,6,261.73,5,3.43,1570.38,75.83,53.86,1592.35,Cash
TR0008365,2024-09-19,P003,2,267.34,12,0.8,534.68,63.65,4.28,594.05,UPI
TR0008366,2024-09-19,P030,1,275.98,12,2.97,275.98,32.13,8.2,299.91,Cash
TR0008367,2024-09-19,P004,2,339.64,12,4.85,679.28,77.56,32.95,723.89,Cash
TR0008368,2024-09-19,P090,6,208.77,5,1.37,1252.62,61.77,17.16,1297.23,Card
TR0008369,2024-09-19,P096,3,108.61,5,3.14,325.83,15.78,10.23,331.38,UPI
TR0008370,2024-09-19,P097,6,138.37,5,0.36,830.22,41.36,2.99,868.59,Cash
TR0008371,2024-09-19,P032,6,91.33,12,2.64,547.98,64.02,14.47,597.53,Cash
TR0008372,2024-09-19,P034,4,192.15,12,2.14,768.6,90.26,16.45,842.41,UPI
TR0008373,2024-09-19,P017,5,121.56,5,3.7,607.8,29.27,22.49,614.58,Cash
TR0008374,2024-09-19,P031,5,235.41,12,1.45,1177.05,139.2,17.07,1299.18,Card
TR0008375,2024-09-19,P035,2,169.87,12,0.08,339.74,40.74,0.27,380.21,UPI
TR0008376,2024-09-19,P048,6,264.56,12,1.33,1587.36,187.95,21.11,1754.2,UPI
TR0008377,2024-09-19,P045,3,202.86,5,1.84,608.58,29.87,11.2,627.25,UPI
TR0008378,2024-09-19,P087,6,38.48,5,0.23,230.88,11.52,0.53,241.87,Card
TR0008379,2024-09-19,P095,1,118.87,12,3.43,118.87,13.77,4.08,128.56,Card
TR0008380,2024-09-19,P034,6,194.72,5,0.03,1168.32,58.4,0.35,1226.37,Cash
TR0008381,2024-09-19,P080,1,146.76,5,3.86,146.76,7.05,5.66,148.15,Card
TR0008382,2024-09-19,P029,5,40.73,12,3.83,203.65,23.5,7.8,219.35,Card
TR0008383,2024-09-19,P080,1,147.42,12,0.91,147.42,17.53,1.34,163.61,Cash
TR0008384,2024-09-19,P031,5,235.92,12,1.46,1179.6,139.49,17.22,1301.87,UPI
TR0008385,2024-09-19,P100,3,157.66,5,3.91,472.98,22.72,18.49,477.21,UPI
TR0008386,2024-09-19,P002,6,46.85,12,1.16,281.1,33.34,3.26,311.18,Card
TR0008387,2024-09-19,P011,6,47.06,5,1.29,282.36,13.94,3.64,292.66,Card
TR0008388,2024-09-19,P096,1,103.67,12,1.25,103.67,12.28,1.3,114.65,Cash
TR0008389,2024-09-19,P048,5,257.52,12,2.9,1287.6,150.03,37.34,1400.29,Card
TR0008390,2024-09-19,P097,4,138.89,5,0.48,555.56,27.64,2.67,580.53,UPI
TR0008391,2024-09-19,P013,6,215.85,12,1.94,1295.1,152.4,25.12,1422.38,UPI
TR0008392,2024-09-19,P033,4,112.34,12,4.23,449.36,51.64,19.01,481.99,Card
TR0008393,2024-09-19,P089,1,92.09,12,4.5,92.09,10.55,4.14,98.5,UPI
TR0008394,2024-09-19,P040,6,196.89,5,1.63,1181.34,58.1,19.26,1220.18,Card
TR0008395,2024-09-19,P017,4,130.28,12,2.11,521.12,61.21,11.0,571.33,Cash
TR0008396,2024-09-19,P044,6,169.55,12,2.71,1017.3,118.77,27.57,1108.5,Card
TR0008397,2024-09-19,P030,3,274.28,12,2.1,822.84,96.67,17.28,902.23,Card
TR0008398,2024-09-19,P080,1,137.02,5,4.33,137.02,6.55,5.93,137.64,Cash
TR0008399,2024-09-19,P022,3,158.95,12,0.41,476.85,56.99,1.96,531.88,Card
TR0008400,2024-09-19,P099,5,124.53,12,4.49,622.65,71.36,27.96,666.05,UPI
TR0008401,2024-09-19,P095,6,118.87,12,2.56,713.22,83.4,18.26,778.36,UPI
TR0008402,2024-09-19,P079,2,112.91,5,2.56,225.82,11.0,5.78,231.04,Cash
TR0008403,2024-09-19,P004,3,335.24,5,4.87,1005.72,47.84,48.98,1004.58,Cash
TR0008404,2024-09-19,P091,1,70.86,5,0.76,70.86,3.52,0.54,73.84,Card
TR0008405,2024-09-19,P024,2,63.16,12,4.62,126.32,14.46,5.84,134.94,UPI
TR0008406,2024-09-19,P013,1,224.59,12,2.87,224.59,26.18,6.45,244.32,UPI
TR0008407,2024-09-19,P083,1,47.03,5,0.6,47.03,2.34,0.28,49.09,UPI
TR0008408,2024-09-20,P082,4,215.23,12,1.01,860.92,102.27,8.7,954.49,UPI
TR0008409,2024-09-20,P026,5,137.24,12,0.71,686.2,81.76,4.87,763.09,UPI
TR0008410,2024-09-20,P091,4,75.24,5,0.47,300.96,14.98,1.41,314.53,UPI
TR0008411,2024-09-20,P098,2,204.77,12,3.86,409.54,47.25,15.81,440.98,UPI
TR0008412,2024-09-20,P005,2,53.93,5,3.34,107.86,5.21,3.6,109.47,Cash
TR0008413,2024-09-20,P097,6,142.92,12,1.41,857.52,101.45,12.09,946.88,UPI
TR0008414,2024-09-20,P040,1,199.48,12,3.87,199.48,23.01,7.72,214.77,UPI
TR0008415,2024-09-20,P001,3,86.6,12,3.14,259.8,30.2,8.16,281.84,UPI
TR0008416,2024-09-20,P089,4,98.37,12,2.17,393.48,46.19,8.54,431.13,Card
TR0008417,2024-09-20,P092,4,60.06,5,1.56,240.24,11.82,3.75,248.31,Card
TR0008418,2024-09-20,P028,5,85.32,12,4.08,426.6,49.1,17.41,458.29,Cash
TR0008419,2024-09-20,P026,4,139.44,5,4.82,557.76,26.54,26.88,557.42,UPI
TR0008420,2024-09-20,P007,5,158.35,12,1.55,791.75,93.54,12.27,873.02,UPI
TR0008421,2024-09-20,P008,2,152.51,12,0.7,305.02,36.35,2.14,339.23,Card
TR0008422,2024-09-20,P100,1,156.73,5,0.47,156.73,7.8,0.74,163.79,Card
TR0008423,2024-09-20,P090,4,213.04,12,3.52,852.16,98.66,30.0,920.82,UPI
TR0008424,2024-09-20,P021,5,159.55,5,4.03,797.75,38.28,32.15,803.88,Cash
TR0008425,2024-09-20,P041,2,103.51,12,0.14,207.02,24.81,0.29,231.54,Cash
TR0008426,2024-09-20,P049,2,417.69,12,4.99,835.38,95.24,41.69,888.93,Card
TR0008427,2024-09-20,P009,6,115.17,5,4.36,691.02,33.04,30.13,693.93,Card
TR0008428,2024-09-20,P033,3,114.14,12,4.0,342.42,39.45,13.7,368.17,UPI
TR0008429,2024-09-20,P005,4,53.85,12,1.3,215.4,25.51,2.8,238.11,Card
TR0008430,2024-09-20,P079,4,104.83,5,2.2,419.32,20.5,9.23,430.59,Cash
TR0008431,2024-09-20,P009,1,114.06,12,4.86,114.06,13.02,5.54,121.54,Card
TR0008432,2024-09-20,P046,2,204.21,5,4.92,408.42,19.42,20.09,407.75,UPI
TR0008433,2024-09-20,P033,6,113.99,5,4.88,683.94,32.53,33.38,683.09,Card
TR0008434,2024-09-20,P010,6,143.18,12,4.27,859.08,98.69,36.68,921.09,UPI
TR0008435,2024-09-20,P014,6,153.85,12,4.21,923.1,106.11,38.86,990.35,UPI
TR0008436,2024-09-20,P088,3,235.28,5,1.8,705.84,34.66,12.71,727.79,UPI
TR0008437,2024-09-20,P093,6,403.21,5,1.18,2419.26,119.54,28.55,2510.25,Cash
TR0008438,2024-09-20,P035,1,169.8,12,0.34,169.8,20.31,0.58,189.53,Card
TR0008439,2024-09-20,P045,4,220.14,5,3.81,880.56,42.35,33.55,889.36,Cash
TR0008440,2024-09-20,P003,3,267.68,5,3.94,803.04,38.57,31.64,809.97,Card
TR0008441,2024-09-20,P081,5,117.73,5,4.05,588.65,28.24,23.84,593.05,Cash
TR0008442,2024-09-20,P001,5,89.36,5,4.63,446.8,21.31,20.69,447.42,Card
TR0008443,2024-09-20,P027,5,86.03,5,3.95,430.15,20.66,16.99,433.82,Card
TR0008444,2024-09-20,P023,2,99.16,5,2.23,198.32,9.7,4.42,203.6,UPI
