stock_movement_id,date,product_id,movement_type,quantity_boxes,reference_id
SM000895,2024-05-01,P005,Retail_Transfer_Out,1,RT001473
SM000896,2024-05-01,P040,Retail_Transfer_Out,2,RT001477
SM000897,2024-05-01,P012,Retail_Transfer_Out,1,RT001487
SM000898,2024-05-01,P026,Retail_Transfer_Out,1,RT001504
SM000899,2024-05-01,P030,Retail_Transfer_Out,1,RT001509
SM000900,2024-05-01,P029,Retail_Transfer_Out,1,RT001510
SM000901,2024-05-01,P036,Retail_Transfer_Out,1,RT001513
SM000902,2024-05-02,P040,Retail_Transfer_Out,2,RT001518
SM000903,2024-05-02,P044,Retail_Transfer_Out,5,RT001521
SM000904,2024-05-02,P016,Retail_Transfer_Out,1,RT001537
SM000905,2024-05-02,P006,Retail_Transfer_Out,1,RT001548
SM000906,2024-05-02,P005,Retail_Transfer_Out,1,RT001559
SM000907,2024-05-03,P049,Retail_Transfer_Out,2,RT001568
SM000908,2024-05-03,P032,Retail_Transfer_Out,1,RT001569
SM000909,2024-05-03,P033,Retail_Transfer_Out,1,RT001575
SM000910,2024-05-03,P028,Retail_Transfer_Out,1,RT001578
SM000911,2024-05-03,P018,Retail_Transfer_Out,1,RT001579
SM000912,2024-05-03,P027,Retail_Transfer_Out,7,RT001586
SM000913,2024-05-04,P036,Retail_Transfer_Out,1,RT001622
SM000914,2024-05-05,P018,Retail_Transfer_Out,1,RT001660
SM000915,2024-05-05,P023,Retail_Transfer_Out,2,RT001663
SM000916,2024-05-05,P014,Retail_Transfer_Out,1,RT001670
SM000917,2024-05-05,P050,Retail_Transfer_Out,3,RT001673
SM000918,2024-05-05,P021,Retail_Transfer_Out,1,RT001679
SM000919,2024-05-05,P013,Retail_Transfer_Out,2,RT001693
SM000920,2024-05-05,P039,Retail_Transfer_Out,1,RT001703
SM000921,2024-05-06,P042,Retail_Transfer_Out,1,RT001728
SM000922,2024-05-06,P040,Retail_Transfer_Out,1,RT001734
SM000923,2024-05-06,P007,Retail_Transfer_Out,1,RT001736
SM000924,2024-05-06,P019,Retail_Transfer_Out,3,RT001738
SM000925,2024-05-06,P049,Retail_Transfer_Out,10,RT001750
SM000926,2024-05-06,P025,Retail_Transfer_Out,1,RT001759
SM000927,2024-05-07,P001,Retail_Transfer_Out,1,RT001776
SM000928,2024-05-07,P049,Retail_Transfer_Out,3,RT001781
SM000929,2024-05-07,P002,Retail_Transfer_Out,5,RT001808
SM000930,2024-05-08,P018,Retail_Transfer_Out,1,RT001827
SM000931,2024-05-08,P040,Retail_Transfer_Out,1,RT001851
SM000932,2024-05-08,P021,Retail_Transfer_Out,1,RT001859
SM000933,2024-05-09,P004,Retail_Transfer_Out,1,RT001863
SM000934,2024-05-09,P011,Retail_Transfer_Out,7,RT001876
SM000935,2024-05-09,P003,Retail_Transfer_Out,1,RT001886
SM000936,2024-05-09,P026,Retail_Transfer_Out,1,RT001891
SM000937,2024-05-09,P027,Retail_Transfer_Out,4,RT001892
SM000938,2024-05-09,P013,Retail_Transfer_Out,1,RT001893
SM000939,2024-05-09,P020,Retail_Transfer_Out,1,RT001894
SM000940,2024-05-09,P027,Retail_Transfer_Out,5,RT001896
SM000941,2024-05-09,P016,Retail_Transfer_Out,1,RT001908
SM000942,2024-05-09,P034,Retail_Transfer_Out,3,RT001911
SM000943,2024-05-09,P029,Retail_Transfer_Out,1,RT001912
SM000944,2024-05-10,P043,Retail_Transfer_Out,1,RT001916
SM000945,2024-05-11,P023,Retail_Transfer_Out,1,RT001966
SM000946,2024-05-11,P041,Retail_Transfer_Out,1,RT001982
SM000947,2024-05-11,P008,Retail_Transfer_Out,1,RT001991
SM000948,2024-05-12,P026,Retail_Transfer_Out,1,RT002005
SM000949,2024-05-12,P029,Retail_Transfer_Out,1,RT002011
SM000950,2024-05-12,P006,Retail_Transfer_Out,1,RT002016
SM000951,2024-05-13,P019,Retail_Transfer_Out,4,RT002056
SM000952,2024-05-13,P006,Retail_Transfer_Out,1,RT002060
SM000953,2024-05-14,P025,Retail_Transfer_Out,1,RT002090
SM000954,2024-05-14,P010,Retail_Transfer_Out,2,RT002105
SM000955,2024-05-14,P010,Retail_Transfer_Out,1,RT002107
SM000956,2024-05-14,P045,Retail_Transfer_Out,1,RT002113
SM000957,2024-05-14,P049,Retail_Transfer_Out,1,RT002129
SM000958,2024-05-15,P007,Retail_Transfer_Out,1,RT002152
SM000959,2024-05-15,P032,Retail_Transfer_Out,1,RT002166
SM000960,2024-05-15,P043,Retail_Transfer_Out,1,RT002183
SM000961,2024-05-16,P042,Retail_Transfer_Out,1,RT002210
SM000962,2024-05-16,P008,Retail_Transfer_Out,1,RT002213
SM000963,2024-05-16,P003,Retail_Transfer_Out,1,RT002229
SM000964,2024-05-16,P011,Retail_Transfer_Out,3,RT002250
SM000965,2024-05-16,P004,Retail_Transfer_Out,1,RT002251
SM000966,2024-05-17,P039,Retail_Transfer_Out,3,RT002274
SM000967,2024-05-17,P009,Retail_Transfer_Out,1,RT002279
SM000968,2024-05-17,P033,Retail_Transfer_Out,1,RT002282
SM000969,2024-05-18,P018,Retail_Transfer_Out,1,RT002314
SM000970,2024-05-19,P039,Retail_Transfer_Out,1,RT002349
SM000971,2024-05-19,P043,Retail_Transfer_Out,1,RT002352
SM000972,2024-05-19,P010,Retail_Transfer_Out,2,RT002364
SM000973,2024-05-19,P038,Retail_Transfer_Out,1,RT002382
SM000974,2024-05-20,P001,Retail_Transfer_Out,1,RT002387
SM000975,2024-05-20,P042,Retail_Transfer_Out,1,RT002421
SM000976,2024-05-21,P016,Retail_Transfer_Out,1,RT002427
SM000977,2024-05-21,P045,Retail_Transfer_Out,4,RT002434
SM000978,2024-05-21,P044,Retail_Transfer_Out,1,RT002438
SM000979,2024-05-21,P033,Retail_Transfer_Out,1,RT002461
SM000980,2024-05-22,P001,Retail_Transfer_Out,1,RT002469
SM000981,2024-05-22,P008,Retail_Transfer_Out,1,RT002498
SM000982,2024-05-22,P049,Retail_Transfer_Out,8,RT002509
SM000983,2024-05-22,P015,Retail_Transfer_Out,1,RT002514
SM000984,2024-05-23,P030,Retail_Transfer_Out,1,RT002540
SM000985,2024-05-23,P046,Retail_Transfer_Out,1,RT002553
SM000986,2024-05-23,P037,Retail_Transfer_Out,1,RT002564
SM000987,2024-05-24,P019,Retail_Transfer_Out,4,RT002579
SM000988,2024-05-24,P004,Retail_Transfer_Out,1,RT002580
SM000989,2024-05-24,P017,Retail_Transfer_Out,3,RT002581
SM000990,2024-05-24,P020,Retail_Transfer_Out,1,RT002602
SM000991,2024-05-24,P047,Retail_Transfer_Out,1,RT002604
SM000992,2024-05-24,P045,Retail_Transfer_Out,2,RT002615
SM000993,2024-05-25,P010,Retail_Transfer_Out,1,RT002622
SM000994,2024-05-25,P040,Retail_Transfer_Out,1,RT002629
SM000995,2024-05-25,P023,Retail_Transfer_Out,2,RT002642
SM000996,2024-05-26,P028,Retail_Transfer_Out,1,RT002669
SM000997,2024-05-26,P040,Retail_Transfer_Out,1,RT002682
SM000998,2024-05-26,P031,Retail_Transfer_Out,1,RT002684
SM000999,2024-05-26,P038,Retail_Transfer_Out,2,RT002685
SM001000,2024-05-26,P018,Retail_Transfer_Out,1,RT002690
SM001001,2024-05-26,P034,Retail_Transfer_Out,4,RT002709
SM001002,2024-05-26,P046,Retail_Transfer_Out,6,RT002712
SM001003,2024-05-27,P034,Retail_Transfer_Out,3,RT002738
SM001004,2024-05-27,P040,Retail_Transfer_Out,2,RT002746
SM001005,2024-05-27,P012,Retail_Transfer_Out,1,RT002750
SM001006,2024-05-27,P039,Retail_Transfer_Out,1,RT002759
SM001007,2024-05-27,P045,Retail_Transfer_Out,1,RT002764
SM001008,2024-05-27,P017,Retail_Transfer_Out,10,RT002770
SM001009,2024-05-28,P046,Retail_Transfer_Out,2,RT002787
SM001010,2024-05-29,P043,Retail_Transfer_Out,1,RT002819
SM001011,2024-05-29,P036,Retail_Transfer_Out,1,RT002827
SM001012,2024-05-29,P048,Retail_Transfer_Out,1,RT002838
SM001013,2024-05-29,P013,Retail_Transfer_Out,2,RT002840
SM001014,2024-05-29,P028,Retail_Transfer_Out,1,RT002858
SM001015,2024-05-29,P037,Retail_Transfer_Out,1,RT002862
SM001016,2024-05-29,P050,Retail_Transfer_Out,1,RT002863
SM001017,2024-05-30,P045,Retail_Transfer_Out,1,RT002908
SM001018,2024-05-31,P027,Retail_Transfer_Out,2,RT002927
SM001019,2024-05-31,P029,Retail_Transfer_Out,1,RT002933
SM001020,2024-05-31,P037,Retail_Transfer_Out,1,RT002936
SM001021,2024-05-31,P028,Retail_Transfer_Out,1,RT002937
SM001022,2024-06-01,P021,Retail_Transfer_Out,1,RT002992
SM001023,2024-06-01,P019,Retail_Transfer_Out,2,RT002993
SM001024,2024-06-02,P020,Retail_Transfer_Out,1,RT003022
SM001025,2024-06-02,P020,Retail_Transfer_Out,1,RT003027
SM001026,2024-06-02,P050,Retail_Transfer_Out,1,RT003049
SM001027,2024-06-03,P001,Retail_Transfer_Out,1,RT003051
SM001028,2024-06-03,P042,Retail_Transfer_Out,1,RT003058
SM001029,2024-06-03,P039,Retail_Transfer_Out,1,RT003082
SM001030,2024-06-04,P013,Retail_Transfer_Out,1,RT003100
SM001031,2024-06-04,P004,Retail_Transfer_Out,1,RT003107
SM001032,2024-06-05,P019,Retail_Transfer_Out,1,RT003135
SM001033,2024-06-05,P036,Retail_Transfer_Out,1,RT003151
SM001034,2024-06-06,P025,Retail_Transfer_Out,1,RT003202
SM001035,2024-06-06,P006,Retail_Transfer_Out,1,RT003204
SM001036,2024-06-06,P015,Retail_Transfer_Out,1,RT003206
SM001037,2024-06-06,P007,Retail_Transfer_Out,1,RT003211
SM001038,2024-06-06,P018,Retail_Transfer_Out,1,RT003213
SM001039,2024-06-06,P008,Retail_Transfer_Out,2,RT003216
SM001040,2024-06-06,P005,Retail_Transfer_Out,2,RT003217
SM001041,2024-06-06,P010,Retail_Transfer_Out,1,RT003236
SM001042,2024-06-07,P042,Retail_Transfer_Out,1,RT003247
SM001043,2024-06-08,P029,Retail_Transfer_Out,1,RT003311
SM001044,2024-06-08,P042,Retail_Transfer_Out,1,RT003323
SM001045,2024-06-08,P031,Retail_Transfer_Out,1,RT003329
SM001046,2024-06-09,P009,Retail_Transfer_Out,1,RT003354
SM001047,2024-06-09,P011,Retail_Transfer_Out,4,RT003394
SM001048,2024-06-11,P037,Retail_Transfer_Out,1,RT003466
SM001049,2024-06-11,P002,Retail_Transfer_Out,4,RT003472
SM001050,2024-06-11,P012,Retail_Transfer_Out,1,RT003481
SM001051,2024-06-11,P011,Retail_Transfer_Out,2,RT003491
SM001052,2024-06-12,P027,Retail_Transfer_Out,7,RT003503
SM001053,2024-06-12,P011,Retail_Transfer_Out,1,RT003504
SM001054,2024-06-12,P036,Retail_Transfer_Out,1,RT003505
SM001055,2024-06-12,P048,Retail_Transfer_Out,1,RT003510
SM001056,2024-06-12,P021,Retail_Transfer_Out,1,RT003536
SM001057,2024-06-13,P015,Retail_Transfer_Out,1,RT003555
SM001058,2024-06-13,P031,Retail_Transfer_Out,1,RT003587
SM001059,2024-06-13,P047,Retail_Transfer_Out,2,RT003593
SM001060,2024-06-13,P002,Retail_Transfer_Out,2,RT003596
SM001061,2024-06-13,P026,Retail_Transfer_Out,1,RT003607
SM001062,2024-06-14,P031,Retail_Transfer_Out,1,RT003617
SM001063,2024-06-14,P004,Retail_Transfer_Out,1,RT003624
SM001064,2024-06-14,P050,Retail_Transfer_Out,1,RT003625
SM001065,2024-06-14,P047,Retail_Transfer_Out,1,RT003643
SM001066,2024-06-14,P005,Retail_Transfer_Out,2,RT003653
SM001067,2024-06-14,P008,Retail_Transfer_Out,1,RT003656
SM001068,2024-06-15,P005,Retail_Transfer_Out,1,RT003695
SM001069,2024-06-15,P031,Retail_Transfer_Out,1,RT003697
SM001070,2024-06-15,P035,Retail_Transfer_Out,1,RT003701
SM001071,2024-06-16,P038,Retail_Transfer_Out,2,RT003732
SM001072,2024-06-16,P001,Retail_Transfer_Out,1,RT003745
SM001073,2024-06-16,P048,Retail_Transfer_Out,1,RT003755
SM001074,2024-06-16,P037,Retail_Transfer_Out,1,RT003756
SM001075,2024-06-17,P010,Retail_Transfer_Out,2,RT003763
SM001076,2024-06-17,P035,Retail_Transfer_Out,1,RT003803
SM001077,2024-06-17,P025,Retail_Transfer_Out,1,RT003805
SM001078,2024-06-18,P011,Retail_Transfer_Out,6,RT003818
SM001079,2024-06-18,P013,Retail_Transfer_Out,1,RT003823
SM001080,2024-06-18,P014,Retail_Transfer_Out,1,RT003825
SM001081,2024-06-19,P041,Retail_Transfer_Out,4,RT003870
SM001082,2024-06-19,P031,Retail_Transfer_Out,1,RT003882
SM001083,2024-06-20,P027,Retail_Transfer_Out,1,RT003922
SM001084,2024-06-20,P034,Retail_Transfer_Out,1,RT003936
SM001085,2024-06-20,P033,Retail_Transfer_Out,1,RT003941
SM001086,2024-06-20,P036,Retail_Transfer_Out,1,RT003953
SM001087,2024-06-20,P002,Retail_Transfer_Out,1,RT003961
SM001088,2024-06-21,P014,Retail_Transfer_Out,1,RT003980
SM001089,2024-06-21,P019,Retail_Transfer_Out,6,RT003997
SM001090,2024-06-21,P006,Retail_Transfer_Out,1,RT003999
SM001091,2024-06-21,P049,Retail_Transfer_Out,1,RT004003
SM001092,2024-06-22,P018,Retail_Transfer_Out,1,RT004020
SM001093,2024-06-22,P008,Retail_Transfer_Out,1,RT004050
SM001094,2024-06-23,P031,Retail_Transfer_Out,1,RT004103
SM001095,2024-06-23,P042,Retail_Transfer_Out,1,RT004108
SM001096,2024-06-24,P001,Retail_Transfer_Out,1,RT004114
SM001097,2024-06-24,P004,Retail_Transfer_Out,1,RT004128
SM001098,2024-06-24,P030,Retail_Transfer_Out,1,RT004136
SM001099,2024-06-24,P044,Retail_Transfer_Out,1,RT004143
SM001100,2024-06-24,P024,Retail_Transfer_Out,1,RT004145
SM001101,2024-06-24,P010,Retail_Transfer_Out,1,RT004147
SM001102,2024-06-25,P021,Retail_Transfer_Out,1,RT004151
SM001103,2024-06-25,P005,Retail_Transfer_Out,1,RT004173
SM001104,2024-06-25,P049,Retail_Transfer_Out,2,RT004177
SM001105,2024-06-26,P006,Retail_Transfer_Out,1,RT004204
SM001106,2024-06-26,P012,Retail_Transfer_Out,1,RT004230
SM001107,2024-06-26,P046,Retail_Transfer_Out,3,RT004235
SM001108,2024-06-26,P019,Retail_Transfer_Out,3,RT004240
SM001109,2024-06-27,P038,Retail_Transfer_Out,2,RT004250
SM001110,2024-06-27,P005,Retail_Transfer_Out,2,RT004257
SM001111,2024-06-27,P044,Retail_Transfer_Out,1,RT004266
SM001112,2024-06-27,P048,Retail_Transfer_Out,1,RT004268
SM001113,2024-06-27,P021,Retail_Transfer_Out,1,RT004288
SM001114,2024-06-28,P010,Retail_Transfer_Out,1,RT004306
SM001115,2024-06-28,P029,Retail_Transfer_Out,1,RT004312
SM001116,2024-06-28,P050,Retail_Transfer_Out,1,RT004324
SM001117,2024-06-29,P035,Retail_Transfer_Out,1,RT004363
SM001118,2024-06-29,P031,Retail_Transfer_Out,1,RT004385
SM001119,2024-06-30,P041,Retail_Transfer_Out,1,RT004416
SM001120,2024-06-30,P046,Retail_Transfer_Out,3,RT004431
SM001121,2024-07-01,P033,Retail_Transfer_Out,1,RT004452
SM001122,2024-07-01,P034,Retail_Transfer_Out,8,RT004457
SM001123,2024-07-01,P014,Retail_Transfer_Out,1,RT004463
SM001124,2024-07-01,P004,Retail_Transfer_Out,1,RT004484
SM001125,2024-07-01,P003,Retail_Transfer_Out,1,RT004492
SM001126,2024-07-01,P002,Retail_Transfer_Out,2,RT004500
SM001127,2024-07-02,P045,Retail_Transfer_Out,2,RT004507
SM001128,2024-07-02,P010,Retail_Transfer_Out,1,RT004509
SM001129,2024-07-02,P042,Retail_Transfer_Out,1,RT004514
SM001130,2024-07-02,P005,Retail_Transfer_Out,1,RT004525
SM001131,2024-07-02,P028,Retail_Transfer_Out,1,RT004528
SM001132,2024-07-02,P038,Retail_Transfer_Out,9,RT004548
SM001133,2024-07-03,P020,Retail_Transfer_Out,1,RT004553
SM001134,2024-07-03,P039,Retail_Transfer_Out,1,RT004560
SM001135,2024-07-03,P044,Retail_Transfer_Out,2,RT004579
SM001136,2024-07-03,P013,Retail_Transfer_Out,1,RT004587
SM001137,2024-07-04,P046,Retail_Transfer_Out,1,RT004596
SM001138,2024-07-04,P044,Retail_Transfer_Out,4,RT004602
SM001139,2024-07-05,P037,Retail_Transfer_Out,1,RT004664
SM001140,2024-07-05,P014,Retail_Transfer_Out,1,RT004675
SM001141,2024-07-06,P017,Retail_Transfer_Out,7,RT004698
SM001142,2024-07-06,P032,Retail_Transfer_Out,1,RT004717
SM001143,2024-07-07,P048,Retail_Transfer_Out,1,RT004744
SM001144,2024-07-07,P001,Retail_Transfer_Out,2,RT004746
SM001145,2024-07-07,P032,Retail_Transfer_Out,1,RT004761
SM001146,2024-07-07,P012,Retail_Transfer_Out,1,RT004768
SM001147,2024-07-07,P020,Retail_Transfer_Out,1,RT004779
SM001148,2024-07-07,P037,Retail_Transfer_Out,1,RT004780
SM001149,2024-07-07,P037,Retail_Transfer_Out,1,RT004782
SM001150,2024-07-07,P038,Retail_Transfer_Out,8,RT004783
SM001151,2024-07-08,P013,Retail_Transfer_Out,1,RT004811
SM001152,2024-07-08,P014,Retail_Transfer_Out,1,RT004812
SM001153,2024-07-08,P015,Retail_Transfer_Out,1,RT004819
SM001154,2024-07-08,P047,Retail_Transfer_Out,1,RT004824
SM001155,2024-07-08,P046,Retail_Transfer_Out,1,RT004829
SM001156,2024-07-09,P042,Retail_Transfer_Out,1,RT004847
SM001157,2024-07-09,P046,Retail_Transfer_Out,2,RT004851
SM001158,2024-07-09,P019,Retail_Transfer_Out,1,RT004855
SM001159,2024-07-09,P046,Retail_Transfer_Out,4,RT004879
SM001160,2024-07-10,P041,Retail_Transfer_Out,1,RT004921
SM001161,2024-07-10,P013,Retail_Transfer_Out,1,RT004924
SM001162,2024-07-10,P012,Retail_Transfer_Out,1,RT004927
SM001163,2024-07-11,P044,Retail_Transfer_Out,1,RT004943
SM001164,2024-07-11,P003,Retail_Transfer_Out,1,RT004945
SM001165,2024-07-11,P022,Retail_Transfer_Out,3,RT004970
SM001166,2024-07-11,P008,Retail_Transfer_Out,1,RT004975
SM001167,2024-07-12,P007,Retail_Transfer_Out,1,RT004983
SM001168,2024-07-12,P019,Retail_Transfer_Out,1,RT005009
SM001169,2024-07-12,P019,Retail_Transfer_Out,2,RT005014
SM001170,2024-07-13,P046,Retail_Transfer_Out,5,RT005037
SM001171,2024-07-13,P043,Retail_Transfer_Out,1,RT005039
SM001172,2024-07-13,P021,Retail_Transfer_Out,1,RT005043
SM001173,2024-07-13,P037,Retail_Transfer_Out,1,RT005052
SM001174,2024-07-13,P005,Retail_Transfer_Out,3,RT005053
SM001175,2024-07-13,P037,Retail_Transfer_Out,1,RT005065
SM001176,2024-07-14,P004,Retail_Transfer_Out,1,RT005084
SM001177,2024-07-14,P001,Retail_Transfer_Out,1,RT005093
SM001178,2024-07-14,P020,Retail_Transfer_Out,1,RT005098
SM001179,2024-07-14,P025,Retail_Transfer_Out,1,RT005101
SM001180,2024-07-14,P030,Retail_Transfer_Out,1,RT005117
SM001181,2024-07-15,P007,Retail_Transfer_Out,1,RT005133
SM001182,2024-07-15,P048,Retail_Transfer_Out,1,RT005148
SM001183,2024-07-15,P036,Retail_Transfer_Out,1,RT005157
SM001184,2024-07-16,P028,Retail_Transfer_Out,1,RT005164
SM001185,2024-07-16,P048,Retail_Transfer_Out,1,RT005168
SM001186,2024-07-16,P035,Retail_Transfer_Out,1,RT005193
SM001187,2024-07-16,P001,Retail_Transfer_Out,1,RT005202
SM001188,2024-07-17,P038,Retail_Transfer_Out,1,RT005237
SM001189,2024-07-17,P003,Retail_Transfer_Out,1,RT005238
SM001190,2024-07-17,P050,Retail_Transfer_Out,2,RT005246
SM001191,2024-07-17,P027,Retail_Transfer_Out,3,RT005260
SM001192,2024-07-18,P032,Retail_Transfer_Out,1,RT005268
SM001193,2024-07-18,P009,Retail_Transfer_Out,1,RT005273
SM001194,2024-07-18,P016,Retail_Transfer_Out,2,RT005288
SM001195,2024-07-19,P002,Retail_Transfer_Out,1,RT005310
SM001196,2024-07-19,P023,Retail_Transfer_Out,1,RT005316
SM001197,2024-07-19,P001,Retail_Transfer_Out,1,RT005320
SM001198,2024-07-20,P039,Retail_Transfer_Out,2,RT005372
SM001199,2024-07-20,P035,Retail_Transfer_Out,1,RT005386
SM001200,2024-07-20,P037,Retail_Transfer_Out,1,RT005390
SM001201,2024-07-20,P022,Retail_Transfer_Out,1,RT005391
SM001202,2024-07-20,P043,Retail_Transfer_Out,1,RT005395
SM001203,2024-07-21,P027,Retail_Transfer_Out,2,RT005417
SM001204,2024-07-21,P049,Retail_Transfer_Out,9,RT005427
SM001205,2024-07-21,P026,Retail_Transfer_Out,1,RT005435
SM001206,2024-07-22,P033,Retail_Transfer_Out,1,RT005444
SM001207,2024-07-22,P037,Retail_Transfer_Out,1,RT005453
SM001208,2024-07-22,P032,Retail_Transfer_Out,1,RT005484
SM001209,2024-07-23,P029,Retail_Transfer_Out,1,RT005499
SM001210,2024-07-23,P050,Retail_Transfer_Out,1,RT005502
SM001211,2024-07-23,P031,Retail_Transfer_Out,1,RT005506
SM001212,2024-07-23,P042,Retail_Transfer_Out,1,RT005508
SM001213,2024-07-23,P013,Retail_Transfer_Out,2,RT005509
SM001214,2024-07-23,P001,Retail_Transfer_Out,2,RT005510
SM001215,2024-07-23,P016,Retail_Transfer_Out,3,RT005516
SM001216,2024-07-23,P021,Retail_Transfer_Out,1,RT005518
SM001217,2024-07-23,P047,Retail_Transfer_Out,1,RT005521
SM001218,2024-07-23,P044,Retail_Transfer_Out,1,RT005534
SM001219,2024-07-23,P024,Retail_Transfer_Out,1,RT005542
SM001220,2024-07-23,P011,Retail_Transfer_Out,2,RT005549
SM001221,2024-07-24,P040,Retail_Transfer_Out,1,RT005568
SM001222,2024-07-24,P021,Retail_Transfer_Out,1,RT005571
SM001223,2024-07-24,P027,Retail_Transfer_Out,1,RT005576
SM001224,2024-07-24,P008,Retail_Transfer_Out,1,RT005578
SM001225,2024-07-24,P001,Retail_Transfer_Out,1,RT005598
SM001226,2024-07-25,P037,Retail_Transfer_Out,1,RT005609
SM001227,2024-07-25,P024,Retail_Transfer_Out,1,RT005634
SM001228,2024-07-25,P049,Retail_Transfer_Out,2,RT005638
SM001229,2024-07-26,P045,Retail_Transfer_Out,1,RT005647
SM001230,2024-07-26,P002,Retail_Transfer_Out,6,RT005662
SM001231,2024-07-26,P042,Retail_Transfer_Out,2,RT005688
SM001232,2024-07-27,P008,Retail_Transfer_Out,1,RT005710
SM001233,2024-07-27,P044,Retail_Transfer_Out,1,RT005728
SM001234,2024-07-27,P021,Retail_Transfer_Out,1,RT005729
SM001235,2024-07-28,P047,Retail_Transfer_Out,4,RT005752
SM001236,2024-07-28,P050,Retail_Transfer_Out,1,RT005760
SM001237,2024-07-28,P023,Retail_Transfer_Out,2,RT005772
SM001238,2024-07-28,P031,Retail_Transfer_Out,1,RT005775
SM001239,2024-07-29,P046,Retail_Transfer_Out,6,RT005793
SM001240,2024-07-29,P044,Retail_Transfer_Out,1,RT005802
SM001241,2024-07-29,P008,Retail_Transfer_Out,1,RT005807
SM001242,2024-07-29,P001,Retail_Transfer_Out,1,RT005808
SM001243,2024-07-29,P004,Retail_Transfer_Out,1,RT005815
SM001244,2024-07-29,P046,Retail_Transfer_Out,1,RT005823
SM001245,2024-07-29,P010,Retail_Transfer_Out,1,RT005826
SM001246,2024-07-29,P042,Retail_Transfer_Out,1,RT005830
SM001247,2024-07-29,P004,Retail_Transfer_Out,1,RT005831
SM001248,2024-07-29,P018,Retail_Transfer_Out,2,RT005837
SM001249,2024-07-30,P016,Retail_Transfer_Out,1,RT005841
SM001250,2024-07-30,P040,Retail_Transfer_Out,1,RT005842
SM001251,2024-07-30,P010,Retail_Transfer_Out,1,RT005845
SM001252,2024-07-30,P031,Retail_Transfer_Out,1,RT005848
SM001253,2024-07-30,P036,Retail_Transfer_Out,1,RT005862
SM001254,2024-07-30,P007,Retail_Transfer_Out,1,RT005871
SM001255,2024-07-31,P032,Retail_Transfer_Out,3,RT005890
SM001256,2024-07-31,P044,Retail_Transfer_Out,1,RT005894
SM001257,2024-07-31,P023,Retail_Transfer_Out,1,RT005905
SM001258,2024-07-31,P045,Retail_Transfer_Out,1,RT005907
SM001259,2024-07-31,P005,Retail_Transfer_Out,1,RT005908
SM001260,2024-07-31,P036,Retail_Transfer_Out,1,RT005929
SM001261,2024-08-01,P010,Retail_Transfer_Out,1,RT005935
SM001262,2024-08-01,P032,Retail_Transfer_Out,2,RT005948
SM001263,2024-08-01,P018,Retail_Transfer_Out,1,RT005954
SM001264,2024-08-01,P042,Retail_Transfer_Out,1,RT005959
SM001265,2024-08-01,P018,Retail_Transfer_Out,1,RT005962
SM001266,2024-08-01,P014,Retail_Transfer_Out,1,RT005972
SM001267,2024-08-01,P004,Retail_Transfer_Out,1,RT005973
SM001268,2024-08-02,P003,Retail_Transfer_Out,1,RT006017
SM001269,2024-08-02,P037,Retail_Transfer_Out,1,RT006020
SM001270,2024-08-02,P027,Retail_Transfer_Out,1,RT006023
SM001271,2024-08-02,P039,Retail_Transfer_Out,2,RT006024
SM001272,2024-08-03,P019,Retail_Transfer_Out,1,RT006044
SM001273,2024-08-03,P001,Retail_Transfer_Out,1,RT006073
SM001274,2024-08-04,P044,Retail_Transfer_Out,1,RT006085
SM001275,2024-08-04,P021,Retail_Transfer_Out,1,RT006111
SM001276,2024-08-04,P031,Retail_Transfer_Out,1,RT006116
SM001277,2024-08-04,P045,Retail_Transfer_Out,3,RT006123
SM001278,2024-08-04,P037,Retail_Transfer_Out,1,RT006125
SM001279,2024-08-04,P033,Retail_Transfer_Out,1,RT006135
SM001280,2024-08-05,P034,Retail_Transfer_Out,2,RT006136
SM001281,2024-08-05,P029,Retail_Transfer_Out,1,RT006168
SM001282,2024-08-06,P041,Retail_Transfer_Out,2,RT006190
SM001283,2024-08-06,P025,Retail_Transfer_Out,1,RT006211
SM001284,2024-08-06,P049,Retail_Transfer_Out,1,RT006217
SM001285,2024-08-06,P022,Retail_Transfer_Out,1,RT006219
SM001286,2024-08-06,P049,Retail_Transfer_Out,5,RT006221
SM001287,2024-08-06,P007,Retail_Transfer_Out,1,RT006229
SM001288,2024-08-07,P038,Retail_Transfer_Out,1,RT006246
SM001289,2024-08-07,P038,Retail_Transfer_Out,3,RT006262
SM001290,2024-08-07,P024,Retail_Transfer_Out,1,RT006266
SM001291,2024-08-07,P038,Retail_Transfer_Out,1,RT006273
SM001292,2024-08-08,P027,Retail_Transfer_Out,4,RT006280
SM001293,2024-08-08,P038,Retail_Transfer_Out,1,RT006295
SM001294,2024-08-08,P038,Retail_Transfer_Out,8,RT006301
SM001295,2024-08-08,P047,Retail_Transfer_Out,1,RT006305
SM001296,2024-08-08,P014,Retail_Transfer_Out,1,RT006311
SM001297,2024-08-08,P028,Retail_Transfer_Out,1,RT006315
SM001298,2024-08-09,P042,Retail_Transfer_Out,1,RT006326
SM001299,2024-08-09,P039,Retail_Transfer_Out,2,RT006361
SM001300,2024-08-10,P020,Retail_Transfer_Out,1,RT006396
SM001301,2024-08-10,P030,Retail_Transfer_Out,1,RT006411
SM001302,2024-08-10,P036,Retail_Transfer_Out,1,RT006413
SM001303,2024-08-10,P030,Retail_Transfer_Out,1,RT006418
SM001304,2024-08-11,P045,Retail_Transfer_Out,4,RT006437
